id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
51,2019-03-15 20:44:39.750748,,,,,,f,,{},text,3,1,Bob Woods: so you talked first now?
53,2019-03-15 20:44:44.448749,,,,,,f,,{},vote,2,1,Dr. Kelli Brooks: Ernest Nguyen
54,2019-03-15 20:44:46.246511,,,,,,f,,{},text,3,1,Bob Woods: lol
55,2019-03-15 20:44:54.806811,,,,,,f,,{},vote,12,1,Bryan Castillo: Ernest Nguyen
57,2019-03-15 20:44:59.367061,,,,,,f,,{},vote,3,1,Bob Woods: Ernest Nguyen
60,2019-03-15 20:45:13.723767,,,,,,f,,{},text,3,1,Bob Woods: not different at all by the looks of things
65,2019-03-15 20:46:17.816069,,,,,,f,,{},text,12,1,Bryan Castillo: Not this time lol
19,2019-03-15 20:40:54.283739,,,,,,t,2019-03-15 20:46:36.125828,{},text,7,1,Ernest Nguyen: its the asian one 
27,2019-03-15 20:41:32.016609,,,,,,t,2019-03-15 20:46:36.143491,{},vote,7,1,Ernest Nguyen: Blake Gordon
33,2019-03-15 20:42:15.737057,,,,,,t,2019-03-15 20:46:36.15997,{},text,7,1,Ernest Nguyen: blake talked second so has to be him
35,2019-03-15 20:42:23.532416,,,,,,t,2019-03-15 20:46:36.175307,{},text,7,1,Ernest Nguyen: first is always safe its second
45,2019-03-15 20:44:19.185974,,,,,,t,2019-03-15 20:46:36.192395,{},text,7,1,Ernest Nguyen: so first one to talk gets to die 
69,2019-03-15 20:46:52.123679,,,,,,f,,{},text,3,1,Bob Woods: YES!
14,2019-03-15 20:40:35.353479,,,,,,t,2019-03-15 20:47:45.807536,{},text,9,1,Kathryn Reid: Hello
20,2019-03-15 20:40:56.377383,,,,,,t,2019-03-15 20:47:45.814128,{},text,9,1,Kathryn Reid: I'm a bystander
21,2019-03-15 20:41:10.458139,,,,,,t,2019-03-15 20:47:45.820397,{},vote,9,1,Kathryn Reid: Bob Woods
47,2019-03-15 20:44:31.640726,,,,,,t,2019-03-15 20:47:45.826929,{},vote,9,1,Kathryn Reid: Bob Woods
59,2019-03-15 20:45:03.391003,,,,,,t,2019-03-15 20:47:45.834635,{},text,9,1,Kathryn Reid: Matthew was a bystander
63,2019-03-15 20:46:02.297739,,,,,,t,2019-03-15 20:47:45.842392,{},text,9,1,Kathryn Reid: I want to die
66,2019-03-15 20:46:18.737944,,,,,,t,2019-03-15 20:47:45.849863,{},text,9,1,Kathryn Reid: Thanks Ernest
74,2019-03-15 20:48:54.289904,,,,,,f,,{},vote,3,1,Bob Woods: Blake Gordon
76,2019-03-15 20:49:05.798623,,,,,,f,,{},vote,2,1,Dr. Kelli Brooks: Blake Gordon
79,2019-03-15 20:49:26.399278,,,,,,f,,{},vote,12,1,Bryan Castillo: Blake Gordon
82,2019-03-15 20:49:48.350392,,,,,,f,,{},vote,4,1,Danielle Little: Blake Gordon
83,2019-03-15 20:49:58.412982,,,,,,f,,{},text,2,1,Dr. Kelli Brooks: sorry Blake
84,2019-03-15 20:50:17.753186,,,,,,f,,{},text,3,1,"Bob Woods: it was real, it was fun, it was really fun"
86,2019-03-15 20:50:21.052292,,,,,,f,,{},text,3,1,Bob Woods: see you later
52,2019-03-15 20:44:40.334384,,,,,,t,2019-03-15 20:46:36.205806,{},text,7,1,Ernest Nguyen: james chose matthew first so has to be Matt
56,2019-03-15 20:44:57.357684,,,,,,t,2019-03-15 20:46:36.217987,{},text,7,1,Ernest Nguyen: im first to talk to a second day
58,2019-03-15 20:45:00.281762,,,,,,t,2019-03-15 20:46:36.232392,{},text,7,1,Ernest Nguyen: totally different
61,2019-03-15 20:45:29.204834,,,,,,t,2019-03-15 20:46:36.24689,{},text,7,1,Ernest Nguyen: says the not so famous younger sister
62,2019-03-15 20:45:54.697349,,,,,,t,2019-03-15 20:46:36.258596,{},vote,7,1,Ernest Nguyen: Kathryn Reid
67,2019-03-15 20:46:36.635363,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Ernest Nguyen
68,2019-03-15 20:46:45.733617,,,,,,f,,{},text,2,1,Dr. Kelli Brooks: Want to vote Kathryn?
70,2019-03-15 20:46:55.836188,,,,,,f,,{},vote,2,1,Dr. Kelli Brooks: Kathryn Reid
71,2019-03-15 20:47:16.347201,,,,,,f,,{},vote,3,1,Bob Woods: Kathryn Reid
72,2019-03-15 20:47:46.020388,,,,,,f,,{},info,1,1,Phase Change to Daytime: Victim - Kathryn Reid
73,2019-03-15 20:48:48.736003,,,,,,f,,{},text,2,1,Dr. Kelli Brooks: lol - nobody wants to talk
75,2019-03-15 20:49:01.304173,,,,,,f,,{},text,3,1,Bob Woods: you broke the seal
77,2019-03-15 20:49:11.289438,,,,,,f,,{},text,12,1,Bryan Castillo: oops
78,2019-03-15 20:49:11.725954,,,,,,f,,{},text,3,1,Bob Woods: I think its Blake
80,2019-03-15 20:49:31.162258,,,,,,f,,{},text,3,1,Bob Woods: thats who Ernest though it was?
85,2019-03-15 20:50:18.808707,,,,,,t,2019-03-15 20:50:26.632852,{},text,6,1,"Blake Gordon: Just so you know, I am a bystander."
88,2019-03-15 20:50:27.153962,,,,,,f,,{},text,6,1,Blake Gordon: So long 
10,2019-03-15 20:40:24.873275,,,,,,t,2019-03-15 20:50:26.550077,{},text,6,1,Blake Gordon: Hi everyone!
29,2019-03-15 20:41:47.08577,,,,,,t,2019-03-15 20:50:26.568932,{},vote,6,1,Blake Gordon: Matthew Bridges
48,2019-03-15 20:44:34.525476,,,,,,t,2019-03-15 20:50:26.582222,{},text,6,1,Blake Gordon: lol
64,2019-03-15 20:46:10.499293,,,,,,t,2019-03-15 20:50:26.60366,{},vote,6,1,Blake Gordon: Kathryn Reid
81,2019-03-15 20:49:38.676583,,,,,,t,2019-03-15 20:50:26.61482,{},vote,6,1,Blake Gordon: Bryan Castillo
87,2019-03-15 20:50:26.703851,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Blake Gordon
