id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
57,2019-03-11 20:12:45.565504,,,,,,t,2019-03-11 20:16:47.888953,{},text,13,1,Diana Ayala: yeah he's been the first voter twice
67,2019-03-11 20:14:48.436765,,,,,,t,2019-03-11 20:16:47.900799,{},vote,13,1,Diana Ayala: Harold Peterson
83,2019-03-11 20:16:48.53584,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Diana Ayala
84,2019-03-11 20:17:05.256551,,,,,,f,,{},text,2,1,Jeremy Davis: what should we do now?
85,2019-03-11 20:17:12.255421,,,,,,f,,{},text,3,1,Harold Peterson: Espinoze to make it seem less suspicious?
87,2019-03-11 20:17:46.533691,,,,,,f,,{},vote,3,1,Harold Peterson: Mark Espinoza
68,2019-03-11 20:14:52.381058,,,,,,t,2019-03-11 20:17:57.428616,{},text,5,1,"Mark Espinoza: ok, wow"
80,2019-03-11 20:16:26.038175,,,,,,t,2019-03-11 20:17:57.438453,{},text,5,1,Mark Espinoza: 1 or more
89,2019-03-11 20:17:57.618126,,,,,,f,,{},info,1,1,Phase Change to Daytime: Victim - Mark Espinoza
82,2019-03-11 20:16:42.20755,,,,,,t,2019-03-11 20:20:37.607702,{},text,7,1,Kimberly Ibarra: that would be a lonely night if there was only 1
74,2019-03-11 20:15:45.579777,,,,,,f,,{},vote,3,1,Harold Peterson: Diana Ayala
81,2019-03-11 20:16:39.669966,,,,,,f,,{},vote,2,1,Jeremy Davis: Diana Ayala
73,2019-03-11 20:15:38.560048,,,,,,t,2019-03-11 20:17:57.447205,{},vote,5,1,Mark Espinoza: Diana Ayala
75,2019-03-11 20:15:45.863817,,,,,,f,,{},vote,10,1,William Reed: Diana Ayala
78,2019-03-11 20:16:11.903113,,,,,,f,,{},text,10,1,William Reed: I think it's random
88,2019-03-11 20:17:48.37976,,,,,,f,,{},vote,2,1,Jeremy Davis: Mark Espinoza
90,2019-03-11 20:18:15.440878,,,,,,f,,{},text,3,1,Harold Peterson: whoa! i'm confused
76,2019-03-11 20:15:54.580718,,,,,,f,,{},text,3,1,Harold Peterson: Ayala then
79,2019-03-11 20:16:15.408482,,,,,,f,,{},text,10,1,William Reed: there's at least 1
86,2019-03-11 20:17:35.77595,,,,,,f,,{},text,2,1,Jeremy Davis: good for me
91,2019-03-11 20:18:27.748811,,,,,,f,,{},text,10,1,William Reed: yeah me too
93,2019-03-11 20:19:24.08833,,,,,,f,,{},text,3,1,Harold Peterson: Kim's acting suspicious
94,2019-03-11 20:19:38.658203,,,,,,f,,{},text,2,1,"Jeremy Davis: I'm not, but I certainly can see how it would be suspicious. At this point, I don't know what's going on"
98,2019-03-11 20:20:13.728857,,,,,,f,,{},text,10,1,William Reed: So far we haven't found any mob goons
99,2019-03-11 20:20:16.46902,,,,,,f,,{},text,2,1,"Jeremy Davis: I keep having to scroll up to see how much time is lef, lol"
100,2019-03-11 20:20:24.958704,,,,,,f,,{},text,2,1,Jeremy Davis: left
101,2019-03-11 20:20:28.026022,,,,,,f,,{},vote,3,1,Harold Peterson: Kimberly Ibarra
102,2019-03-11 20:20:35.092355,,,,,,f,,{},vote,10,1,William Reed: Kimberly Ibarra
103,2019-03-11 20:20:37.045427,,,,,,f,,{},vote,2,1,Jeremy Davis: William Reed
51,2019-03-11 20:11:33.934354,,,,,,t,2019-03-11 20:20:37.578691,{},text,7,1,Kimberly Ibarra: I'm going with Diana on this one
52,2019-03-11 20:11:38.30926,,,,,,t,2019-03-11 20:20:37.587782,{},vote,7,1,Kimberly Ibarra: Scott Glenn
69,2019-03-11 20:14:55.117522,,,,,,t,2019-03-11 20:20:37.597779,{},vote,7,1,Kimberly Ibarra: Harold Peterson
92,2019-03-11 20:18:43.165935,,,,,,t,2019-03-11 20:20:37.617687,{},text,7,1,Kimberly Ibarra: Jeremy was the deciding vote last day.  Could he be mafia?
95,2019-03-11 20:19:42.10128,,,,,,t,2019-03-11 20:20:37.625794,{},text,7,1,Kimberly Ibarra: for having an opinion?  sure
96,2019-03-11 20:19:44.715118,,,,,,t,2019-03-11 20:20:37.636997,{},text,7,1,Kimberly Ibarra: maybe its you Harold
97,2019-03-11 20:19:59.098802,,,,,,t,2019-03-11 20:20:37.649313,{},vote,7,1,Kimberly Ibarra: Harold Peterson
104,2019-03-11 20:20:37.709934,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Kimberly Ibarra
