id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
57,2019-03-13 00:35:07.326933,,,,,,f,,{},text,5,1,"Veronica Snyder: You're voting for yourself, Nathan?"
60,2019-03-13 00:35:14.521693,,,,,,f,,{},text,10,1,Nicole Lang: why would you vote for yourself?
63,2019-03-13 00:35:37.071142,,,,,,f,,{},text,5,1,Veronica Snyder: Reverse psychology?
64,2019-03-13 00:35:39.485481,,,,,,f,,{},text,10,1,Nicole Lang: uhh nathan are you okay haha
65,2019-03-13 00:35:49.708204,,,,,,f,,{},text,10,1,Nicole Lang: im going brittany
66,2019-03-13 00:35:53.704603,,,,,,f,,{},vote,10,1,Nicole Lang: Brittany Taylor
67,2019-03-13 00:35:56.330108,,,,,,f,,{},text,5,1,Veronica Snyder: Do you want to harm yourself Nathan?
12,2019-03-13 00:30:50.629754,,,,,,t,2019-03-13 00:38:02.480176,{},text,8,1,Nathan Lynch: hi
15,2019-03-13 00:31:05.974368,,,,,,t,2019-03-13 00:38:02.494636,{},text,8,1,Nathan Lynch: who to eliminate?
22,2019-03-13 00:31:49.949509,,,,,,t,2019-03-13 00:38:02.515731,{},text,8,1,"Nathan Lynch: well, is anybody not talking?"
27,2019-03-13 00:32:11.297276,,,,,,t,2019-03-13 00:38:02.54844,{},text,8,1,Nathan Lynch: who talked the least?
9,2019-03-13 00:30:45.110675,,,,,,t,2019-03-13 00:40:42.461067,{},text,3,1,Julian Barrett: Hi!
24,2019-03-13 00:31:54.877429,,,,,,t,2019-03-13 00:40:42.471595,{},text,3,1,Julian Barrett: I'm here
35,2019-03-13 00:32:32.545898,,,,,,t,2019-03-13 00:40:42.479497,{},text,3,1,Julian Barrett: I agree.
45,2019-03-13 00:32:55.418856,,,,,,t,2019-03-13 00:40:42.487209,{},vote,3,1,Julian Barrett: Mr. Michael Nelson Jr.
49,2019-03-13 00:33:36.04015,,,,,,t,2019-03-13 00:40:42.494128,{},vote,3,1,Julian Barrett: Christopher Turner
56,2019-03-13 00:34:51.496105,,,,,,t,2019-03-13 00:40:42.500867,{},text,3,1,Julian Barrett: What about Nathan Lynch?
72,2019-03-13 00:36:32.195338,,,,,,t,2019-03-13 00:36:52.813179,{},text,9,1,Brittany Taylor: so be it then
70,2019-03-13 00:36:10.863524,,,,,,t,2019-03-13 00:38:02.675067,{},vote,8,1,Nathan Lynch: Brittany Taylor
79,2019-03-13 00:38:17.292949,,,,,,f,,{},text,10,1,Nicole Lang: wow they didn't vote me out I'm shocked haha
80,2019-03-13 00:38:22.227887,,,,,,f,,{},text,10,1,Nicole Lang: who's even left??
68,2019-03-13 00:36:04.11092,,,,,,t,2019-03-13 00:40:42.508065,{},text,3,1,Julian Barrett: Well you got my vote if oyu want it.
77,2019-03-13 00:37:38.142477,,,,,,t,2019-03-13 00:40:42.51825,{},vote,3,1,Julian Barrett: Nathan Lynch
73,2019-03-13 00:36:46.705309,,,,,,f,,{},vote,5,1,Veronica Snyder: Brittany Taylor
74,2019-03-13 00:36:50.091183,,,,,,t,2019-03-13 00:36:52.823141,{},vote,9,1,Brittany Taylor: Nicole Lang
31,2019-03-13 00:32:22.202351,,,,,,t,2019-03-13 00:38:02.577515,{},text,8,1,"Nathan Lynch: i'd go with Michael Nelson, he has too many names."
34,2019-03-13 00:32:29.778414,,,,,,t,2019-03-13 00:38:02.596209,{},text,8,1,Nathan Lynch: I don't even want to type them all.
36,2019-03-13 00:32:34.768021,,,,,,t,2019-03-13 00:38:02.606561,{},text,8,1,Nathan Lynch: 'Jr.'
41,2019-03-13 00:32:41.693014,,,,,,t,2019-03-13 00:38:02.6191,{},text,8,1,Nathan Lynch: sounds mobbed up
43,2019-03-13 00:32:47.550571,,,,,,t,2019-03-13 00:38:02.634918,{},vote,8,1,Nathan Lynch: Mr. Michael Nelson Jr.
55,2019-03-13 00:34:50.340785,,,,,,t,2019-03-13 00:38:02.643136,{},text,8,1,"Nathan Lynch: I'll say Michael Nelson Jr., or me."
59,2019-03-13 00:35:08.3773,,,,,,t,2019-03-13 00:38:02.651174,{},text,8,1,"Nathan Lynch: I can't vote for myself, but that's not bad. I'll give you moral support."
61,2019-03-13 00:35:26.868687,,,,,,t,2019-03-13 00:38:02.659231,{},text,8,1,Nathan Lynch: I have been acting suspiciously.
62,2019-03-13 00:35:36.963383,,,,,,t,2019-03-13 00:38:02.666886,{},text,8,1,"Nathan Lynch: If I were you, I'd vote for me. That's all I'm saying."
69,2019-03-13 00:36:06.245698,,,,,,t,2019-03-13 00:38:02.687612,{},text,8,1,"Nathan Lynch: Yeah, I don't like her music. I'll vote for her."
78,2019-03-13 00:38:02.813724,,,,,,f,,{},info,1,1,Phase Change to Daytime: Victim - Nathan Lynch
83,2019-03-13 00:38:42.819376,,,,,,t,2019-03-13 00:40:42.530105,{},text,3,1,Julian Barrett: I think so.
75,2019-03-13 00:36:50.695914,,,,,,f,,{},text,10,1,"Nicole Lang: well you didn't vote for michael, i think that makes sense"
10,2019-03-13 00:30:45.268517,,,,,,t,2019-03-13 00:36:52.757088,{},text,9,1,Brittany Taylor: hi
23,2019-03-13 00:31:50.302048,,,,,,t,2019-03-13 00:36:52.768528,{},text,9,1,Brittany Taylor: Good question
42,2019-03-13 00:32:42.265282,,,,,,t,2019-03-13 00:36:52.778074,{},text,9,1,Brittany Taylor: I agree
46,2019-03-13 00:32:56.458789,,,,,,t,2019-03-13 00:36:52.792881,{},vote,9,1,Brittany Taylor: Nathan Lynch
58,2019-03-13 00:35:08.033008,,,,,,t,2019-03-13 00:36:52.8029,{},text,9,1,Brittany Taylor: I felt Nathan was too pushy
76,2019-03-13 00:36:53.091488,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Brittany Taylor
82,2019-03-13 00:38:33.625499,,,,,,f,,{},text,5,1,Veronica Snyder: Looks like we're down to 3?
84,2019-03-13 00:38:50.658311,,,,,,f,,{},text,10,1,Nicole Lang: no but i argued a lot against brittany figured theyd off me in the night tbh
85,2019-03-13 00:39:09.998477,,,,,,f,,{},text,10,1,Nicole Lang: does that mean there's one mafia left? are we all bystanders? how does this work haha
88,2019-03-13 00:39:38.158613,,,,,,f,,{},text,10,1,Nicole Lang: *sigh*
89,2019-03-13 00:39:44.111825,,,,,,f,,{},text,5,1,Veronica Snyder: Sounds like it could be any possibility. 
90,2019-03-13 00:39:46.911349,,,,,,f,,{},text,5,1,Veronica Snyder: Dammit
91,2019-03-13 00:39:57.387489,,,,,,f,,{},text,10,1,Nicole Lang: i'm voitng julian bc idk what to do
92,2019-03-13 00:40:06.281387,,,,,,f,,{},text,10,1,Nicole Lang: its up to you guys I guess haha
93,2019-03-13 00:40:08.567854,,,,,,f,,{},vote,10,1,Nicole Lang: Julian Barrett
94,2019-03-13 00:40:08.742122,,,,,,f,,{},text,5,1,Veronica Snyder: Who loves Italian food
97,2019-03-13 00:40:24.822996,,,,,,f,,{},text,10,1,Nicole Lang: undersatndable
98,2019-03-13 00:40:36.854158,,,,,,f,,{},text,10,1,Nicole Lang: ah WAIT
71,2019-03-13 00:36:18.225304,,,,,,t,2019-03-13 00:40:42.537884,{},vote,3,1,Julian Barrett: Brittany Taylor
81,2019-03-13 00:38:31.85368,,,,,,t,2019-03-13 00:40:42.5461,{},text,3,1,Julian Barrett: Want to be voted out?
86,2019-03-13 00:39:10.857095,,,,,,t,2019-03-13 00:40:42.553457,{},text,3,1,Julian Barrett: lol guess they're not that smart.
87,2019-03-13 00:39:23.731883,,,,,,t,2019-03-13 00:40:42.562588,{},text,3,1,Julian Barrett: I think it could be either.
95,2019-03-13 00:40:13.557026,,,,,,t,2019-03-13 00:40:42.570894,{},text,3,1,Julian Barrett: Then you've got my vote I guess
96,2019-03-13 00:40:19.037173,,,,,,t,2019-03-13 00:40:42.579654,{},vote,3,1,Julian Barrett: Nicole Lang
99,2019-03-13 00:40:40.618634,,,,,,t,2019-03-13 00:40:42.588123,{},text,3,1,Julian Barrett: Good luck
100,2019-03-13 00:40:42.70978,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Julian Barrett
101,2019-03-13 00:40:43.239947,,,,,,f,,{},text,10,1,Nicole Lang: they pushed julian in the beginni
