id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
61,2019-03-16 23:19:31.129329,,,,,,f,,{},text,13,1,Steven Brown: agreed
62,2019-03-16 23:19:35.202478,,,,,,f,,{},text,11,1,Regina Martin: or am i just saying vote me off
63,2019-03-16 23:19:39.478657,,,,,,f,,{},text,4,1,"James Smith: Really, regina?"
65,2019-03-16 23:19:50.110376,,,,,,f,,{},text,14,1,Clayton Cook: well regina isn't mafia we know that
66,2019-03-16 23:20:04.918221,,,,,,f,,{},text,14,1,Clayton Cook: she'd be invested if she was
67,2019-03-16 23:20:11.60735,,,,,,f,,{},text,14,1,Clayton Cook: so don't kill her
68,2019-03-16 23:20:16.12383,,,,,,f,,{},vote,12,1,Andrew Price: Regina Martin
69,2019-03-16 23:20:20.246324,,,,,,f,,{},vote,11,1,Regina Martin: Garrett Baker
70,2019-03-16 23:20:23.142847,,,,,,f,,{},text,13,1,Steven Brown: Or reverse psychology
2,2019-03-16 23:12:59.615242,,,,,,t,2019-03-16 23:20:24.808087,{},text,2,1,Garrett Baker: Sup
3,2019-03-16 23:13:30.953917,,,,,,t,2019-03-16 23:20:24.81661,{},vote,2,1,Garrett Baker: Alexander Dillon
15,2019-03-16 23:14:34.180546,,,,,,t,2019-03-16 23:20:24.826051,{},text,2,1,Garrett Baker: Yo
24,2019-03-16 23:15:06.1782,,,,,,t,2019-03-16 23:20:24.838653,{},vote,2,1,Garrett Baker: Ryan Ray
26,2019-03-16 23:15:12.441811,,,,,,t,2019-03-16 23:20:24.847754,{},text,2,1,Garrett Baker: Get ryan outta here
30,2019-03-16 23:15:44.605575,,,,,,t,2019-03-16 23:20:24.856853,{},text,2,1,Garrett Baker: Ryan talkin too much
46,2019-03-16 23:17:23.815354,,,,,,t,2019-03-16 23:20:24.866433,{},vote,2,1,Garrett Baker: Cathy Lopez
49,2019-03-16 23:18:23.714917,,,,,,t,2019-03-16 23:20:24.878987,{},text,2,1,Garrett Baker: It's you probably
52,2019-03-16 23:18:38.362922,,,,,,t,2019-03-16 23:20:24.891734,{},vote,2,1,Garrett Baker: Steven Brown
57,2019-03-16 23:19:11.391846,,,,,,t,2019-03-16 23:20:24.904926,{},text,2,1,Garrett Baker: Kind of a fun game haha
64,2019-03-16 23:19:47.631559,,,,,,t,2019-03-16 23:20:24.920717,{},text,2,1,Garrett Baker: There's a bonus prize guys come on now
71,2019-03-16 23:20:24.986475,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Garrett Baker
