id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
7,2019-03-15 22:39:18.171988,,,,,,t,2019-03-15 22:49:27.415724,{},vote,5,1,Jeffrey Miles: William Rubio
45,2019-03-15 22:43:22.989428,,,,,,t,2019-03-15 22:49:27.424015,{},vote,5,1,Jeffrey Miles: Kimberly Harrison
69,2019-03-15 22:47:16.476636,,,,,,t,2019-03-15 22:49:27.435475,{},vote,5,1,Jeffrey Miles: Jesse Martin
79,2019-03-15 22:49:38.612215,,,,,,f,,{},text,3,1,Jesse Martin: Noooooooo!
10,2019-03-15 22:39:28.630061,,,,,,t,2019-03-15 22:50:37.18381,{},text,7,1,Christopher Drake: Hi everyone! 
19,2019-03-15 22:39:56.595349,,,,,,t,2019-03-15 22:50:37.19022,{},text,7,1,Christopher Drake: Fine thanks. Who should we eliminate?
23,2019-03-15 22:40:16.491469,,,,,,t,2019-03-15 22:50:37.196147,{},vote,7,1,Christopher Drake: William Rubio
31,2019-03-15 22:41:03.081021,,,,,,t,2019-03-15 22:50:37.202855,{},text,7,1,"Christopher Drake: Yeah, I think William seems to be the popular choice."
42,2019-03-15 22:43:11.678535,,,,,,t,2019-03-15 22:50:37.20947,{},text,7,1,Christopher Drake: Hello again everyone!
8,2019-03-15 22:39:22.996765,,,,,,t,2019-03-15 22:53:17.28731,{},text,4,1,Jeremiah Johnson: Hi
22,2019-03-15 22:40:11.500862,,,,,,t,2019-03-15 22:53:17.296561,{},text,4,1,Jeremiah Johnson: depends on who you are
34,2019-03-15 22:41:23.681534,,,,,,t,2019-03-15 22:53:17.307898,{},vote,4,1,Jeremiah Johnson: Rebecca Patterson
44,2019-03-15 22:43:17.584913,,,,,,t,2019-03-15 22:53:17.318214,{},vote,4,1,Jeremiah Johnson: Ricky Mcneil
66,2019-03-15 22:46:56.807777,,,,,,t,2019-03-15 22:53:17.32699,{},vote,4,1,Jeremiah Johnson: Jeffrey Miles
32,2019-03-15 22:41:18.250606,,,,,,t,2019-03-15 22:46:47.436586,{},text,10,1,Kimberly Harrison: I don't see him on here conversing 
33,2019-03-15 22:41:21.779482,,,,,,t,2019-03-15 22:46:47.450364,{},text,10,1,Kimberly Harrison: hmmm
36,2019-03-15 22:41:48.235114,,,,,,t,2019-03-15 22:46:47.469583,{},text,10,1,Kimberly Harrison: Have a good night muwhwhw
49,2019-03-15 22:44:00.537979,,,,,,t,2019-03-15 22:46:47.488009,{},text,10,1,Kimberly Harrison: HAHA
51,2019-03-15 22:44:03.756886,,,,,,t,2019-03-15 22:46:47.522914,{},text,10,1,Kimberly Harrison: I can second that
53,2019-03-15 22:44:10.167592,,,,,,t,2019-03-15 22:46:47.539739,{},vote,10,1,Kimberly Harrison: Ricky Mcneil
55,2019-03-15 22:44:25.295709,,,,,,t,2019-03-15 22:46:47.572401,{},text,10,1,"Kimberly Harrison: LOL! Awe, Ricky"
57,2019-03-15 22:44:36.66221,,,,,,t,2019-03-15 22:46:47.589411,{},text,10,1,Kimberly Harrison: I see you ricky
58,2019-03-15 22:44:38.325811,,,,,,t,2019-03-15 22:46:47.609568,{},text,10,1,Kimberly Harrison: I see you
61,2019-03-15 22:45:32.654371,,,,,,t,2019-03-15 22:46:47.624158,{},text,10,1,Kimberly Harrison: <3
65,2019-03-15 22:46:47.950508,,,,,,f,,{},info,1,1,Phase Change to Daytime: Victim - Kimberly Harrison
70,2019-03-15 22:47:22.488663,,,,,,f,,{},text,3,1,Jesse Martin: Who should we vote out?
71,2019-03-15 22:47:26.099068,,,,,,f,,{},vote,11,1,Rebecca Patterson: Jeffrey Miles
73,2019-03-15 22:47:41.787802,,,,,,f,,{},text,3,1,Jesse Martin: Any mafia in here?
78,2019-03-15 22:49:27.609026,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Jeffrey Miles
80,2019-03-15 22:49:43.43015,,,,,,f,,{},vote,3,1,Jesse Martin: Christopher Drake
47,2019-03-15 22:43:51.326397,,,,,,t,2019-03-15 22:50:37.219658,{},text,7,1,"Christopher Drake: Hmm, I think we should actually vote out Ricky. He seems too eager to kick people out."
48,2019-03-15 22:43:59.044103,,,,,,t,2019-03-15 22:50:37.228781,{},vote,7,1,Christopher Drake: Ricky Mcneil
68,2019-03-15 22:47:16.22449,,,,,,t,2019-03-15 22:50:37.237996,{},text,7,1,Christopher Drake: Morning! Who do you think we should eliminate today?
74,2019-03-15 22:47:50.982441,,,,,,t,2019-03-15 22:50:37.245824,{},text,7,1,"Christopher Drake: I'm going to vote for Jeffrey Miles, because he seems to like kicking people out."
75,2019-03-15 22:47:55.207688,,,,,,t,2019-03-15 22:50:37.253593,{},vote,7,1,Christopher Drake: Jeffrey Miles
81,2019-03-15 22:50:37.340215,,,,,,f,,{},info,1,1,Phase Change to Daytime: Victim - Christopher Drake
83,2019-03-15 22:51:01.632762,,,,,,f,,{},text,3,1,"Jesse Martin: Good morning, who do we vote on next?"
84,2019-03-15 22:51:09.373336,,,,,,f,,{},vote,11,1,Rebecca Patterson: Jeremiah Johnson
85,2019-03-15 22:51:29.863165,,,,,,f,,{},vote,3,1,Jesse Martin: Jeremiah Johnson
87,2019-03-15 22:52:07.202572,,,,,,f,,{},text,3,1,Jesse Martin: Sorry Jeremiah!
88,2019-03-15 22:52:32.419328,,,,,,f,,{},text,3,1,Jesse Martin: Hopefully Rebecca doesn't kill me.
89,2019-03-15 22:52:38.124621,,,,,,f,,{},text,11,1,Rebecca Patterson: its all part of the game :)
72,2019-03-15 22:47:41.05194,,,,,,t,2019-03-15 22:53:17.334493,{},text,4,1,Jeremiah Johnson: Jeffrey Miles
82,2019-03-15 22:50:58.997661,,,,,,t,2019-03-15 22:53:17.342719,{},vote,4,1,Jeremiah Johnson: Rebecca Patterson
86,2019-03-15 22:51:36.212587,,,,,,t,2019-03-15 22:53:17.350903,{},text,4,1,Jeremiah Johnson: IDK
90,2019-03-15 22:53:17.392626,,,,,,f,,{},info,1,1,Phase Change to Nighttime: Victim - Jeremiah Johnson
91,2019-03-15 22:53:17.495097,,,,,,f,,{},text,3,1,Jesse Martin: Good night rebecca
